Año,Mes,Partido,Posición,Gobernador,Estado,Aprobación,Encuesta,Estatus
2025,mar-25,Morena,14,Rocío Nahle,Veracruz,0.523,Massive Caller,en funciones
2025,mar-25,Morena,15,Alfredo Ramírez Bedolla,Michoacán,0.516,Massive Caller,en funciones
2025,mar-25,PVEM,16,Ricardo Gallardo,San Luis Potosí,0.512,Massive Caller,en funciones
2025,mar-25,Morena,17,Alfonso Durazo,Sonora,0.503,Massive Caller,en funciones
2025,mar-25,Morena,13,Julio Menchaca,Hidalgo,0.54,C&E Research,en funciones
2025,mar-25,Morena,19,Miguel Ángel Navarro,Nayarit,0.482,Massive Caller,en funciones
2025,mar-25,Morena,20,Javier May,Tabasco,0.457,Massive Caller,en funciones
2025,mar-25,Morena,21,Indira Vizcaíno,Colima,0.454,Massive Caller,en funciones
2025,mar-25,Morena,22,Américo Villarreal,Tamaulipas,0.429,Massive Caller,en funciones
2025,mar-25,PAN,23,Joaquín Díaz Mena,Yucatán,0.426,Massive Caller,en funciones
2025,mar-25,Morena,24,Clara Brugada,CDMX,0.415,Massive Caller,en funciones
2025,mar-25,Morena,25,Delfina Gómez,Estado de México,0.414,Massive Caller,en funciones
2025,mar-25,Morena,26,Layda Sansores,Campeche,0.403,Massive Caller,en funciones
2025,mar-25,Morena,27,Salomón Jara,Oaxaca,0.356,Massive Caller,en funciones
2025,mar-25,Morena,28,Lorena Cuéllar,Tlaxcala,0.349,Massive Caller,en funciones
2025,mar-25,Morena,29,Víctor Manuel Castro,Baja California Sur,0.345,Massive Caller,en funciones
2025,mar-25,Morena,30,Rubén Rocha Moya,Sinaloa,0.327,Massive Caller,en funciones
2025,mar-25,Morena,31,Evelyn Salgado,Guerrero,0.323,Massive Caller,en funciones
2025,mar-25,Morena,32,David Monreal,Zacatecas,0.181,Massive Caller,en funciones
2025,mar-25,Morena,17,Julio Menchaca,Hidalgo,0.555,México Elige,en funciones
2025,mar-25,Morena,22,Julio Menchaca,Hidalgo,0.566,Rubrum,en funciones
2025,mar-25,Morena,18,Julio Menchaca,Hidalgo,0.502,Massive Caller,en funciones
2025,mar-25,PAN,1,Joaquín Díaz Mena,Yucatán,0.661,La Encuesta,en funciones
2025,mar-25,PRI,2,Manolo Jiménez Salinas,Coahuila,0.658,La Encuesta,en funciones
2025,mar-25,PAN,3,Mauricio Kuri,Querétaro,0.618,La Encuesta,en funciones
2025,mar-25,Morena,4,Víctor Manuel Castro,Baja California Sur,0.599,La Encuesta,en funciones
2025,mar-25,PAN,5,Tere Jiménez,Aguascalientes,0.589,La Encuesta,en funciones
2025,mar-25,PAN,6,María Eugenia Campos,Chihuahua,0.578,La Encuesta,en funciones
2025,mar-25,Morena,7,Clara Brugada,CDMX,0.572,La Encuesta,en funciones
2025,mar-25,Morena,8,Marina del Pilar Ávila,Baja California,0.558,La Encuesta,en funciones
2025,mar-25,Morena,9,Layda Sansores,Campeche,0.556,La Encuesta,en funciones
2025,mar-25,PRI,10,Esteban Villegas,Durango,0.538,La Encuesta,en funciones
2025,mar-25,Morena,11,Américo Villarreal,Tamaulipas,0.521,La Encuesta,en funciones
2025,mar-25,Morena,12,Julio Menchaca,Hidalgo,0.514,La Encuesta,en funciones
2025,mar-25,MC,13,Samuel García,Nuevo León,0.512,La Encuesta,en funciones
2025,mar-25,Morena,14,Alfonso Durazo,Sonora,0.509,La Encuesta,en funciones
2025,mar-25,Morena,15,Miguel Ángel Navarro,Nayarit,0.502,La Encuesta,en funciones
2025,mar-25,PAN,16,Dennise García Muñoz Ledo,Guanajuato,0.487,La Encuesta,en funciones
2025,mar-25,MC,17,Pablo Lemus,Jalisco,0.48,La Encuesta,en funciones
2025,mar-25,Morena,18,Mara Lezama,Quintana Roo,0.474,La Encuesta,en funciones
2025,mar-25,Morena,19,Evelyn Salgado,Guerrero,0.469,La Encuesta,en funciones
2025,mar-25,Morena,20,Lorena Cuéllar,Tlaxcala,0.457,La Encuesta,en funciones
2025,mar-25,PVEM,21,Ricardo Gallardo,San Luis Potosí,0.453,La Encuesta,en funciones
2025,mar-25,Morena,22,Delfina Gómez,Estado de México,0.445,La Encuesta,en funciones
2025,mar-25,Morena,23,Indira Vizcaíno,Colima,0.442,La Encuesta,en funciones
2025,mar-25,Morena,24,Salomón Jara,Oaxaca,0.436,La Encuesta,en funciones
2025,mar-25,Morena,25,Alejandro Armenta,Puebla,0.433,La Encuesta,en funciones
2025,mar-25,Morena,26,Rocío Nahle,Veracruz,0.431,La Encuesta,en funciones
2025,mar-25,Morena,27,Javier May,Tabasco,0.428,La Encuesta,en funciones
2025,mar-25,Morena,28,Rubén Rocha Moya,Sinaloa,0.412,La Encuesta,en funciones
2025,mar-25,Morena,29,Alfredo Ramírez Bedolla,Michoacán,0.391,La Encuesta,en funciones
2025,mar-25,Morena,30,Eduardo Ramírez,Chiapas,0.374,La Encuesta,en funciones
2025,mar-25,Morena,31,David Monreal,Zacatecas,0.327,La Encuesta,en funciones
2025,mar-25,Morena,32,Margarita González Saravia,Morelos,0.321,La Encuesta,en funciones
2025,mar-25,PRI,1,Manolo Jiménez Salinas,Coahuila,0.683,Gobernarte,en funciones
2025,mar-25,MC,2,Samuel García,Nuevo León,0.679,Gobernarte,en funciones
2025,mar-25,PAN,3,Dennise García Muñoz Ledo,Guanajuato,0.651,Gobernarte,en funciones
2025,mar-25,Morena,4,Alejandro Armenta,Puebla,0.649,Gobernarte,en funciones
2025,mar-25,PAN,5,Tere Jiménez,Aguascalientes,0.633,Gobernarte,en funciones
2025,mar-25,Morena,6,Clara Brugada,CDMX,0.625,Gobernarte,en funciones
2025,mar-25,Morena,7,Delfina Gómez,Estado de México,0.621,Gobernarte,en funciones
2025,mar-25,PAN,8,Joaquín Díaz Mena,Yucatán,0.618,Gobernarte,en funciones
2025,mar-25,Morena,9,Salomón Jara,Oaxaca,0.594,Gobernarte,en funciones
2025,mar-25,PAN,10,Mauricio Kuri,Querétaro,0.589,Gobernarte,en funciones
2025,mar-25,PAN,11,María Eugenia Campos,Chihuahua,0.575,Gobernarte,en funciones
2025,mar-25,Morena,12,Marina del Pilar Ávila,Baja California,0.565,Gobernarte,en funciones
2025,mar-25,Morena,13,Américo Villarreal,Tamaulipas,0.548,Gobernarte,en funciones
2025,mar-25,Morena,14,Evelyn Salgado,Guerrero,0.545,Gobernarte,en funciones
2025,mar-25,Morena,15,Mara Lezama,Quintana Roo,0.54,Gobernarte,en funciones
2025,mar-25,Morena,16,Eduardo Ramírez,Chiapas,0.534,Gobernarte,en funciones
2025,mar-25,Morena,17,Julio Menchaca,Hidalgo,0.529,Gobernarte,en funciones
2025,mar-25,Morena,18,Margarita González Saravia,Morelos,0.524,Gobernarte,en funciones
2025,mar-25,PVEM,19,Ricardo Gallardo,San Luis Potosí,0.522,Gobernarte,en funciones
2025,mar-25,PRI,20,Esteban Villegas,Durango,0.51,Gobernarte,en funciones
2025,mar-25,Morena,21,Alfonso Durazo,Sonora,0.508,Gobernarte,en funciones
2025,mar-25,Morena,22,Rocío Nahle,Veracruz,0.496,Gobernarte,en funciones
2025,mar-25,Morena,23,Javier May,Tabasco,0.465,Gobernarte,en funciones
2025,mar-25,MC,24,Pablo Lemus,Jalisco,0.461,Gobernarte,en funciones
2025,mar-25,Morena,25,Víctor Manuel Castro,Baja California Sur,0.46,Gobernarte,en funciones
2025,mar-25,Morena,26,Indira Vizcaíno,Colima,0.456,Gobernarte,en funciones
2025,mar-25,Morena,27,Alfredo Ramírez Bedolla,Michoacán,0.455,Gobernarte,en funciones
2025,mar-25,Morena,28,Lorena Cuéllar,Tlaxcala,0.452,Gobernarte,en funciones
2025,mar-25,Morena,29,Miguel Ángel Navarro,Nayarit,0.45,Gobernarte,en funciones
2025,mar-25,Morena,30,Layda Sansores,Campeche,0.428,Gobernarte,en funciones
2025,mar-25,Morena,31,Rubén Rocha Moya,Sinaloa,0.343,Gobernarte,en funciones
2025,mar-25,Morena,32,David Monreal,Zacatecas,0.332,Gobernarte,en funciones
2025,mar-25,Morena,1,Eduardo Ramírez,Chiapas,0.78,FactoMétrica,en funciones
2025,mar-25,PVEM,2,Ricardo Gallardo,San Luis Potosí,0.672,FactoMétrica,en funciones
2025,mar-25,Morena,3,Rocío Nahle,Veracruz,0.668,FactoMétrica,en funciones
2025,mar-25,PAN,4,Tere Jiménez,Aguascalientes,0.661,FactoMétrica,en funciones
2025,mar-25,Morena,5,Alejandro Armenta,Puebla,0.658,FactoMétrica,en funciones
2025,mar-25,PAN,6,Dennise García Muñoz Ledo,Guanajuato,0.619,FactoMétrica,en funciones
2025,mar-25,PAN,7,Mauricio Kuri,Querétaro,0.615,FactoMétrica,en funciones
2025,mar-25,Morena,8,Delfina Gómez,Estado de México,0.606,FactoMétrica,en funciones
2025,mar-25,Morena,9,Margarita González Saravia,Morelos,0.604,FactoMétrica,en funciones
2025,mar-25,PRI,10,Manolo Jiménez Salinas,Coahuila,0.587,FactoMétrica,en funciones
2025,mar-25,Morena,11,Salomón Jara,Oaxaca,0.583,FactoMétrica,en funciones
2025,mar-25,PRI,12,Esteban Villegas,Durango,0.581,FactoMétrica,en funciones
2025,mar-25,Morena,13,Javier May,Tabasco,0.574,FactoMétrica,en funciones
2025,mar-25,Morena,14,Alfonso Durazo,Sonora,0.568,FactoMétrica,en funciones
2025,mar-25,Morena,15,Miguel Ángel Navarro,Nayarit,0.553,FactoMétrica,en funciones
2025,mar-25,PAN,16,María Eugenia Campos,Chihuahua,0.55,FactoMétrica,en funciones
2025,mar-25,Morena,17,Clara Brugada,CDMX,0.541,FactoMétrica,en funciones
2025,mar-25,MC,18,Pablo Lemus,Jalisco,0.495,FactoMétrica,en funciones
2025,mar-25,Morena,19,Julio Menchaca,Hidalgo,0.493,FactoMétrica,en funciones
2025,mar-25,Morena,20,Mara Lezama,Quintana Roo,0.467,FactoMétrica,en funciones
2025,mar-25,Morena,21,Américo Villarreal,Tamaulipas,0.465,FactoMétrica,en funciones
2025,mar-25,Morena,22,Indira Vizcaíno,Colima,0.461,FactoMétrica,en funciones
2025,mar-25,Morena,23,Marina del Pilar Ávila,Baja California,0.439,FactoMétrica,en funciones
2025,mar-25,MC,24,Samuel García,Nuevo León,0.433,FactoMétrica,en funciones
2025,mar-25,Morena,25,Alfredo Ramírez Bedolla,Michoacán,0.414,FactoMétrica,en funciones
2025,mar-25,PAN,26,Joaquín Díaz Mena,Yucatán,0.41,FactoMétrica,en funciones
2025,mar-25,Morena,27,Evelyn Salgado,Guerrero,0.402,FactoMétrica,en funciones
2025,mar-25,Morena,28,Layda Sansores,Campeche,0.365,FactoMétrica,en funciones
2025,mar-25,Morena,29,Lorena Cuéllar,Tlaxcala,0.318,FactoMétrica,en funciones
2025,mar-25,Morena,30,Rubén Rocha Moya,Sinaloa,0.281,FactoMétrica,en funciones
2025,mar-25,Morena,31,Víctor Manuel Castro,Baja California Sur,0.28,FactoMétrica,en funciones
2025,mar-25,Morena,32,David Monreal,Zacatecas,0.27,FactoMétrica,en funciones
2025,mar-25,Morena,1,Julio Menchaca,Hidalgo,0.687,Demoscopia,en funciones
2025,mar-25,Morena,2,Marina del Pilar Ávila,Baja California,0.671,Demoscopia,en funciones
2025,mar-25,Morena,3,Alejandro Armenta,Puebla,0.665,Demoscopia,en funciones
2025,mar-25,Morena,4,Evelyn Salgado,Guerrero,0.654,Demoscopia,en funciones
2025,mar-25,Morena,5,Alfonso Durazo,Sonora,0.643,Demoscopia,en funciones
2025,mar-25,PAN,6,Tere Jiménez,Aguascalientes,0.638,Demoscopia,en funciones
2025,mar-25,Morena,7,Delfina Gómez,Estado de México,0.629,Demoscopia,en funciones
2025,mar-25,Morena,8,Mara Lezama,Quintana Roo,0.611,Demoscopia,en funciones
2025,mar-25,PRI,9,Manolo Jiménez Salinas,Coahuila,0.602,Demoscopia,en funciones
2025,mar-25,PAN,10,Joaquín Díaz Mena,Yucatán,0.595,Demoscopia,en funciones
2025,mar-25,Morena,11,Víctor Manuel Castro,Baja California Sur,0.587,Demoscopia,en funciones
2025,mar-25,PAN,12,Mauricio Kuri,Querétaro,0.576,Demoscopia,en funciones
2025,mar-25,Morena,13,Eduardo Ramírez,Chiapas,0.563,Demoscopia,en funciones
2025,mar-25,Morena,14,Indira Vizcaíno,Colima,0.556,Demoscopia,en funciones
2025,mar-25,Morena,15,Rocío Nahle,Veracruz,0.549,Demoscopia,en funciones
2025,mar-25,Morena,16,Clara Brugada,CDMX,0.545,Demoscopia,en funciones
2025,mar-25,PAN,17,Dennise García Muñoz Ledo,Guanajuato,0.538,Demoscopia,en funciones
2025,mar-25,Morena,18,David Monreal,Zacatecas,0.521,Demoscopia,en funciones
2025,mar-25,MC,19,Samuel García,Nuevo León,0.518,Demoscopia,en funciones
2025,mar-25,PAN,20,María Eugenia Campos,Chihuahua,0.511,Demoscopia,en funciones
2025,mar-25,MC,21,Pablo Lemus,Jalisco,0.509,Demoscopia,en funciones
2025,mar-25,Morena,22,Layda Sansores,Campeche,0.503,Demoscopia,en funciones
2025,mar-25,Morena,23,Miguel Ángel Navarro,Nayarit,0.495,Demoscopia,en funciones
2025,mar-25,Morena,24,Javier May,Tabasco,0.487,Demoscopia,en funciones
2025,mar-25,Morena,25,Margarita González Saravia,Morelos,0.476,Demoscopia,en funciones
2025,mar-25,Morena,26,Alfredo Ramírez Bedolla,Michoacán,0.465,Demoscopia,en funciones
2025,mar-25,Morena,27,Salomón Jara,Oaxaca,0.456,Demoscopia,en funciones
2025,mar-25,Morena,28,Lorena Cuéllar,Tlaxcala,0.429,Demoscopia,en funciones
2025,mar-25,PVEM,29,Ricardo Gallardo,San Luis Potosí,0.314,Demoscopia,en funciones
2025,mar-25,Morena,30,Américo Villarreal,Tamaulipas,0.306,Demoscopia,en funciones
2025,mar-25,Morena,31,Rubén Rocha Moya,Sinaloa,0.295,Demoscopia,en funciones
2025,mar-25,PRI,32,Esteban Villegas,Durango,0.27,Demoscopia,en funciones
2025,mar-25,Morena,1,Mara Lezama,Quintana Roo,0.544,Mitofksy,en funciones
2025,mar-25,PVEM,2,Ricardo Gallardo,San Luis Potosí,0.534,Mitofksy,en funciones
2025,mar-25,Morena,3,Clara Brugada,CDMX,0.513,Mitofksy,en funciones
2025,mar-25,PAN,4,Tere Jiménez,Aguascalientes,0.509,Mitofksy,en funciones
2025,mar-25,PAN,5,Mauricio Kuri,Querétaro,0.506,Mitofksy,en funciones
2025,mar-25,PAN,6,Dennise García Muñoz Ledo,Guanajuato,0.503,Mitofksy,en funciones
2025,mar-25,Morena,7,Lorena Cuéllar,Tlaxcala,0.5,Mitofksy,en funciones
2025,mar-25,Morena,8,Julio Menchaca,Hidalgo,0.5,Mitofksy,en funciones
2025,mar-25,Morena,9,Marina del Pilar Ávila,Baja California,0.499,Mitofksy,en funciones
2025,mar-25,PRI,10,Manolo Jiménez Salinas,Coahuila,0.499,Mitofksy,en funciones
2025,mar-25,PAN,11,María Eugenia Campos,Chihuahua,0.498,Mitofksy,en funciones
2025,mar-25,Morena,12,Alfredo Ramírez Bedolla,Michoacán,0.498,Mitofksy,en funciones
2025,mar-25,Morena,13,Alfonso Durazo,Sonora,0.498,Mitofksy,en funciones
2025,mar-25,Morena,14,Salomón Jara,Oaxaca,0.498,Mitofksy,en funciones
2025,mar-25,MC,15,Pablo Lemus,Jalisco,0.496,Mitofksy,en funciones
2025,mar-25,Morena,16,Alejandro Armenta,Puebla,0.495,Mitofksy,en funciones
2025,mar-25,Morena,17,Miguel Ángel Navarro,Nayarit,0.492,Mitofksy,en funciones
2025,mar-25,Morena,18,Víctor Manuel Castro,Baja California Sur,0.491,Mitofksy,en funciones
2025,mar-25,Morena,19,Delfina Gómez,Estado de México,0.489,Mitofksy,en funciones
2025,mar-25,Morena,20,Américo Villarreal,Tamaulipas,0.487,Mitofksy,en funciones
2025,mar-25,PAN,21,Joaquín Díaz Mena,Yucatán,0.485,Mitofksy,en funciones
2025,mar-25,Morena,22,Margarita González Saravia,Morelos,0.484,Mitofksy,en funciones
2025,mar-25,Morena,23,Rubén Rocha Moya,Sinaloa,0.481,Mitofksy,en funciones
2025,mar-25,Morena,24,Layda Sansores,Campeche,0.478,Mitofksy,en funciones
2025,mar-25,PRI,25,Esteban Villegas,Durango,0.477,Mitofksy,en funciones
2025,mar-25,Morena,26,Indira Vizcaíno,Colima,0.476,Mitofksy,en funciones
2025,mar-25,MC,27,Samuel García,Nuevo León,0.467,Mitofksy,en funciones
2025,mar-25,Morena,28,Rocío Nahle,Veracruz,0.466,Mitofksy,en funciones
2025,mar-25,Morena,29,Eduardo Ramírez,Chiapas,0.464,Mitofksy,en funciones
2025,mar-25,Morena,30,Evelyn Salgado,Guerrero,0.444,Mitofksy,en funciones
2025,mar-25,Morena,31,David Monreal,Zacatecas,0.426,Mitofksy,en funciones
2025,mar-25,Morena,32,Javier May,Tabasco,0.414,Mitofksy,en funciones
2025,mar-25,Morena,15,Julio Menchaca,Hidalgo,0.335,Arias,en funciones
2025,mar-25,Morena,1,Eduardo Ramírez,Chiapas,0.571,Arias,en funciones
2025,mar-25,PAN,2,Tere Jiménez,Aguascalientes,0.507,Arias,en funciones
2025,mar-25,Morena,3,Rocío Nahle,Veracruz,0.417,Arias,en funciones
2025,mar-25,PAN,4,María Eugenia Campos,Chihuahua,0.409,Arias,en funciones
2025,mar-25,PAN,5,Mauricio Kuri,Querétaro,0.406,Arias,en funciones
2025,mar-25,Morena,6,Clara Brugada,CDMX,0.394,Arias,en funciones
2025,mar-25,Morena,7,Javier May,Tabasco,0.388,Arias,en funciones
2025,mar-25,Morena,8,Américo Villarreal,Tamaulipas,0.377,Arias,en funciones
2025,mar-25,Morena,9,Evelyn Salgado,Guerrero,0.367,Arias,en funciones
2025,mar-25,MC,10,Pablo Lemus,Jalisco,0.366,Arias,en funciones
2025,mar-25,PRI,11,Manolo Jiménez Salinas,Coahuila,0.363,Arias,en funciones
2025,mar-25,PAN,12,Dennise García Muñoz Ledo,Guanajuato,0.361,Arias,en funciones
2025,mar-25,PRI,13,Esteban Villegas,Durango,0.345,Arias,en funciones
2025,mar-25,Morena,14,Margarita González Saravia,Morelos,0.341,Arias,en funciones
2025,mar-25,Morena,16,Alejandro Armenta,Puebla,0.296,Arias,en funciones
2025,mar-25,Morena,17,Delfina Gómez,Estado de México,0.282,Arias,en funciones
2025,mar-25,PAN,18,Joaquín Díaz Mena,Yucatán,0.28,Arias,en funciones
2025,mar-25,Morena,19,Alfonso Durazo,Sonora,0.244,Arias,en funciones
2025,mar-25,MC,20,Samuel García,Nuevo León,0.205,Arias,en funciones
2025,mar-25,Morena,21,Víctor Manuel Castro,Baja California Sur,0.203,Arias,en funciones
2025,mar-25,Morena,22,Lorena Cuéllar,Tlaxcala,0.194,Arias,en funciones
2025,mar-25,Morena,23,Layda Sansores,Campeche,0.193,Arias,en funciones
2025,mar-25,Morena,24,Alfredo Ramírez Bedolla,Michoacán,0.193,Arias,en funciones
2025,mar-25,Morena,25,Miguel Ángel Navarro,Nayarit,0.189,Arias,en funciones
2025,mar-25,PVEM,26,Ricardo Gallardo,San Luis Potosí,0.187,Arias,en funciones
2025,mar-25,Morena,27,Rubén Rocha Moya,Sinaloa,0.163,Arias,en funciones
2025,mar-25,Morena,28,Mara Lezama,Quintana Roo,0.115,Arias,en funciones
2025,mar-25,Morena,29,Indira Vizcaíno,Colima,0.111,Arias,en funciones
2025,mar-25,Morena,30,Marina del Pilar Ávila,Baja California,0.109,Arias,en funciones
2025,mar-25,Morena,31,Salomón Jara,Oaxaca,0.092,Arias,en funciones
2025,mar-25,Morena,32,David Monreal,Zacatecas,0.058,Arias,en funciones
2025,abr-25,Morena,1,Eduardo Ramírez,Chiapas,0.803,Rubrum,en funciones
2025,abr-25,PRI,2,Manolo Jiménez Salinas,Coahuila,0.765,Rubrum,en funciones
2025,abr-25,Morena,3,Alejandro Armenta,Puebla,0.762,Rubrum,en funciones
2025,abr-25,PVEM,4,Ricardo Gallardo,San Luis Potosí,0.742,Rubrum,en funciones
2025,abr-25,PAN,5,Tere Jiménez,Aguascalientes,0.737,Rubrum,en funciones
2025,abr-25,PAN,6,Dennise García Muñoz Ledo,Guanajuato,0.733,Rubrum,en funciones
2025,abr-25,Morena,7,Rocío Nahle,Veracruz,0.731,Rubrum,en funciones
2025,abr-25,PAN,8,Mauricio Kuri,Querétaro,0.726,Rubrum,en funciones
2025,abr-25,PAN,9,María Eugenia Campos,Chihuahua,0.687,Rubrum,en funciones
2025,abr-25,Morena,10,Mara Lezama,Quintana Roo,0.675,Rubrum,en funciones
2025,abr-25,Morena,11,Margarita González Saravia,Morelos,0.672,Rubrum,en funciones
2025,abr-25,Morena,12,Alfonso Durazo,Sonora,0.67,Rubrum,en funciones
2025,abr-25,PRI,13,Esteban Villegas,Durango,0.667,Rubrum,en funciones
2025,abr-25,MC,14,Pablo Lemus,Jalisco,0.666,Rubrum,en funciones
2025,abr-25,Morena,15,Américo Villarreal,Tamaulipas,0.665,Rubrum,en funciones
2025,abr-25,Morena,16,Javier May,Tabasco,0.638,Rubrum,en funciones
2025,abr-25,Morena,17,Miguel Ángel Navarro,Nayarit,0.589,Rubrum,en funciones
2025,abr-25,MC,19,Samuel García,Nuevo León,0.571,Rubrum,en funciones
2025,abr-25,PAN,20,Joaquín Díaz Mena,Yucatán,0.564,Rubrum,en funciones
2025,abr-25,Morena,21,Víctor Manuel Castro,Baja California Sur,0.558,Rubrum,en funciones
2025,abr-25,Morena,22,Delfina Gómez,Estado de México,0.543,Rubrum,en funciones
2025,abr-25,Morena,23,Alfredo Ramírez Bedolla,Michoacán,0.537,Rubrum,en funciones
2025,abr-25,Morena,24,Layda Sansores,Campeche,0.534,Rubrum,en funciones
2025,abr-25,Morena,25,Indira Vizcaíno,Colima,0.512,Rubrum,en funciones
2025,abr-25,Morena,26,Lorena Cuéllar,Tlaxcala,0.506,Rubrum,en funciones
2025,abr-25,Morena,27,Evelyn Salgado,Guerrero,0.489,Rubrum,en funciones
2025,abr-25,Morena,28,Clara Brugada,CDMX,0.472,Rubrum,en funciones
2025,abr-25,Morena,29,Rubén Rocha Moya,Sinaloa,0.413,Rubrum,en funciones
2025,abr-25,Morena,30,Marina del Pilar Ávila,Baja California,0.408,Rubrum,en funciones
2025,abr-25,Morena,31,David Monreal,Zacatecas,0.406,Rubrum,en funciones
2025,abr-25,Morena,32,Salomón Jara,Oaxaca,0.403,Rubrum,en funciones
2025,abr-25,PAN,1,Tere Jiménez,Aguascalientes,0.659,Gobernarte,en funciones
2025,abr-25,PRI,2,Manolo Jiménez Salinas,Coahuila,0.654,Gobernarte,en funciones
2025,abr-25,MC,3,Samuel García,Nuevo León,0.621,Gobernarte,en funciones
2025,abr-25,Morena,4,Alejandro Armenta,Puebla,0.608,Gobernarte,en funciones
2025,abr-25,PAN,5,Mauricio Kuri,Querétaro,0.579,Gobernarte,en funciones
2025,abr-25,PAN,6,Dennise García Muñoz Ledo,Guanajuato,0.563,Gobernarte,en funciones
2025,abr-25,Morena,7,Clara Brugada,CDMX,0.551,Gobernarte,en funciones
2025,abr-25,Morena,8,Salomón Jara,Oaxaca,0.549,Gobernarte,en funciones
2025,abr-25,Morena,9,Evelyn Salgado,Guerrero,0.547,Gobernarte,en funciones
2025,abr-25,Morena,10,Delfina Gómez,Estado de México,0.5374,Gobernarte,en funciones
2025,abr-25,Morena,11,Eduardo Ramírez,Chiapas,0.536,Gobernarte,en funciones
2025,abr-25,PAN,12,María Eugenia Campos,Chihuahua,0.53,Gobernarte,en funciones
2025,abr-25,Morena,18,Julio Menchaca,Hidalgo,0.585,Rubrum,en funciones
2025,abr-25,Morena,14,Marina del Pilar Ávila,Baja California,0.528,Gobernarte,en funciones
2025,abr-25,Morena,15,Mara Lezama,Quintana Roo,0.527,Gobernarte,en funciones
2025,abr-25,PAN,16,Joaquín Díaz Mena,Yucatán,0.515,Gobernarte,en funciones
2025,abr-25,Morena,17,Américo Villarreal,Tamaulipas,0.512,Gobernarte,en funciones
2025,abr-25,PVEM,18,Ricardo Gallardo,San Luis Potosí,0.511,Gobernarte,en funciones
2025,abr-25,PRI,19,Esteban Villegas,Durango,0.503,Gobernarte,en funciones
2025,abr-25,Morena,20,Rocío Nahle,Veracruz,0.501,Gobernarte,en funciones
2025,abr-25,MC,21,Pablo Lemus,Jalisco,0.4978,Gobernarte,en funciones
2025,abr-25,Morena,22,Javier May,Tabasco,0.492,Gobernarte,en funciones
2025,abr-25,Morena,23,Alfonso Durazo,Sonora,0.476,Gobernarte,en funciones
2025,abr-25,Morena,24,Margarita González Saravia,Morelos,0.458,Gobernarte,en funciones
2025,abr-25,Morena,25,Alfredo Ramírez Bedolla,Michoacán,0.455,Gobernarte,en funciones
2025,abr-25,Morena,26,Víctor Manuel Castro,Baja California Sur,0.452,Gobernarte,en funciones
2025,abr-25,Morena,27,Indira Vizcaíno,Colima,0.448,Gobernarte,en funciones
2025,abr-25,Morena,28,Miguel Ángel Navarro,Nayarit,0.443,Gobernarte,en funciones
2025,abr-25,Morena,29,Layda Sansores,Campeche,0.424,Gobernarte,en funciones
2025,abr-25,Morena,30,Lorena Cuéllar,Tlaxcala,0.396,Gobernarte,en funciones
2025,abr-25,Morena,31,David Monreal,Zacatecas,0.343,Gobernarte,en funciones
2025,abr-25,Morena,32,Rubén Rocha Moya,Sinaloa,0.311,Gobernarte,en funciones
2025,abr-25,Morena,13,Julio Menchaca,Hidalgo,0.529,Gobernarte,en funciones
2025,abr-25,Morena,2,Eduardo Ramírez,Chiapas,0.646,Electoralia,en funciones
2025,abr-25,Morena,3,Mara Lezama,Quintana Roo,0.628,Electoralia,en funciones
2025,abr-25,PAN,4,Tere Jiménez,Aguascalientes,0.625,Electoralia,en funciones
2025,abr-25,Morena,5,Javier May,Tabasco,0.624,Electoralia,en funciones
2025,abr-25,Morena,6,Alejandro Armenta,Puebla,0.623,Electoralia,en funciones
2025,abr-25,Morena,7,Américo Villarreal,Tamaulipas,0.621,Electoralia,en funciones
2025,abr-25,PAN,8,Joaquín Díaz Mena,Yucatán,0.62,Electoralia,en funciones
2025,abr-25,Morena,9,Rocío Nahle,Veracruz,0.615,Electoralia,en funciones
2025,abr-25,PVEM,10,Ricardo Gallardo,San Luis Potosí,0.566,Electoralia,en funciones
2025,abr-25,Morena,11,Delfina Gómez,Estado de México,0.564,Electoralia,en funciones
2025,abr-25,PAN,12,Dennise García Muñoz Ledo,Guanajuato,0.562,Electoralia,en funciones
2025,abr-25,Morena,13,Clara Brugada,CDMX,0.561,Electoralia,en funciones
2025,abr-25,PAN,14,Mauricio Kuri,Querétaro,0.554,Electoralia,en funciones
2025,abr-25,PRI,15,Manolo Jiménez Salinas,Coahuila,0.544,Electoralia,en funciones
2025,abr-25,Morena,16,Víctor Manuel Castro,Baja California Sur,0.54,Electoralia,en funciones
2025,abr-25,Morena,17,Alfredo Ramírez Bedolla,Michoacán,0.538,Electoralia,en funciones
2025,abr-25,PAN,18,María Eugenia Campos,Chihuahua,0.536,Electoralia,en funciones
2025,abr-25,Morena,19,Salomón Jara,Oaxaca,0.535,Electoralia,en funciones
2025,abr-25,MC,20,Pablo Lemus,Jalisco,0.534,Electoralia,en funciones
2025,abr-25,Morena,21,Indira Vizcaíno,Colima,0.531,Electoralia,en funciones
2025,abr-25,Morena,22,Margarita González Saravia,Morelos,0.53,Electoralia,en funciones
2025,abr-25,Morena,23,Marina del Pilar Ávila,Baja California,0.521,Electoralia,en funciones
2025,abr-25,Morena,24,Evelyn Salgado,Guerrero,0.516,Electoralia,en funciones
2025,abr-25,MC,25,Samuel García,Nuevo León,0.511,Electoralia,en funciones
2025,abr-25,Morena,26,Alfonso Durazo,Sonora,0.508,Electoralia,en funciones
