Año,Mes,Partido,Posición,Gobernador,Estado,Aprobación,Encuesta,Estatus
2022,sep-22,Morena,32,David Monreal,Zacatecas,0.071,Arias,en funciones
2022,sep-22,Morena,32,David Monreal,Zacatecas,0.279,Mitofksy,en funciones
2022,sep-22,Morena,31,Rutilio Escandón,Chiapas,0.096,Arias,no en funciones
2022,sep-22,Morena,31,Alfredo Ramírez Bedolla,Michoacán,0.379,Mitofksy,en funciones
2022,sep-22,PT,30,Miguel Barbosa,Puebla,0.104,Arias,no en funciones
2022,sep-22,PT,30,Miguel Barbosa,Puebla,0.386,Mitofksy,no en funciones
2022,sep-22,Morena,29,Carlos Manuel Merino,Tabasco,0.111,Arias,no en funciones
2022,sep-22,MC,29,Enrique Alfaro,Jalisco,0.403,Mitofksy,no en funciones
2022,sep-22,PRI,28,José Rosas Aispuro,Durango,0.129,Arias,no en funciones
2022,sep-22,Morena,28,Indira Vizcaíno,Colima,0.411,Mitofksy,en funciones
2022,sep-22,Morena,27,Lorena Cuéllar,Tlaxcala,0.131,Arias,en funciones
2022,sep-22,PRI,27,Esteban Villegas,Durango,0.426,Mitofksy,en funciones
2022,sep-22,Morena,26,Layda Sansores,Campeche,0.171,Arias,en funciones
2022,sep-22,PES,26,Cuauhtémoc Blanco,Morelos,0.438,Mitofksy,no en funciones
2022,sep-22,Morena,25,Cuitláhuac García,Veracruz,0.177,Arias,no en funciones
2022,sep-22,PRI,25,Alfredo del Mazo,Estado de México,0.442,Mitofksy,no en funciones
2022,sep-22,PRI,24,Alfredo del Mazo,Estado de México,0.205,Arias,no en funciones
2022,sep-22,Morena,24,Alfonso Durazo,Sonora,0.475,Mitofksy,en funciones
2022,sep-22,Morena,23,Alfredo Ramírez Bedolla,Michoacán,0.207,Arias,en funciones
2022,sep-22,PAN,1,Mauricio Vila,Yucatán,0.672,Demoscopia,no en funciones
2022,sep-22,Morena,23,Evelyn Salgado,Guerrero,0.482,Mitofksy,en funciones
2022,sep-22,PES,22,Cuauhtémoc Blanco,Morelos,0.212,Arias,no en funciones
2022,sep-22,Morena,2,Marina del Pilar Ávila,Baja California,0.653,Demoscopia,en funciones
2022,sep-22,PAN,22,María Eugenia Campos,Chihuahua,0.489,Mitofksy,en funciones
2022,sep-22,Morena,21,Indira Vizcaíno,Colima,0.226,Arias,en funciones
2022,sep-22,PAN,3,Mauricio Kuri,Querétaro,0.646,Demoscopia,en funciones
2022,sep-22,Morena,21,Layda Sansores,Campeche,0.499,Mitofksy,en funciones
2022,sep-22,Morena,20,Marina del Pilar Ávila,Baja California,0.235,Arias,en funciones
2022,sep-22,Morena,4,Rubén Rocha Moya,Sinaloa,0.641,Demoscopia,en funciones
2022,sep-22,Morena,20,Rutilio Escandón,Chiapas,0.502,Mitofksy,no en funciones
2022,sep-22,MC,19,Enrique Alfaro,Jalisco,0.24,Arias,no en funciones
2022,sep-22,Morena,5,Layda Sansores,Campeche,0.639,Demoscopia,en funciones
2022,sep-22,Morena,19,Víctor Manuel Castro,Baja California Sur,0.505,Mitofksy,en funciones
2022,sep-22,PRI,18,Miguel Riquelme,Coahuila,0.255,Arias,no en funciones
2022,sep-22,Morena,6,Julio Menchaca,Hidalgo,0.636,Demoscopia,en funciones
2022,sep-22,Morena,18,Miguel Ángel Navarro,Nayarit,0.506,Mitofksy,en funciones
2022,sep-22,PAN,17,María Eugenia Campos,Chihuahua,0.259,Arias,en funciones
2022,sep-22,PRI,7,Esteban Villegas,Durango,0.621,Demoscopia,en funciones
2022,sep-22,PAN,17,Francisco Cabeza de Vaca,Tamaulipas,0.508,Mitofksy,no en funciones
2022,sep-22,PAN,16,Diego Sinhué Rodríguez,Guanajuato,0.275,Arias,no en funciones
2022,sep-22,MC,8,Samuel García,Nuevo León,0.591,Demoscopia,en funciones
2022,sep-22,Morena,16,Claudia Sheinbaum,CDMX,0.509,Mitofksy,no en funciones
2022,sep-22,Morena,15,Víctor Manuel Castro,Baja California Sur,0.298,Arias,en funciones
2022,sep-22,Morena,9,Evelyn Salgado,Guerrero,0.586,Demoscopia,en funciones
2022,sep-22,MC,15,Samuel García,Nuevo León,0.519,Mitofksy,en funciones
2022,sep-22,Morena,14,Miguel Ángel Navarro,Nayarit,0.307,Arias,en funciones
2022,sep-22,PRI,10,Miguel Riquelme,Coahuila,0.582,Demoscopia,no en funciones
2022,sep-22,Morena,14,Carlos Manuel Merino,Tabasco,0.52,Mitofksy,no en funciones
2022,sep-22,Morena,13,Alfonso Durazo,Sonora,0.324,Arias,en funciones
2022,sep-22,Morena,11,Indira Vizcaíno,Colima,0.576,Demoscopia,en funciones
2022,sep-22,Morena,13,Julio Menchaca,Hidalgo,0.521,Mitofksy,en funciones
2022,sep-22,PRI,12,Carlos Joaquín González,Quintana Roo,0.333,Arias,no en funciones
2022,sep-22,Morena,12,Alfonso Durazo,Sonora,0.571,Demoscopia,en funciones
2022,sep-22,PAN,12,Martín Orozco Sandoval,Aguascalientes,0.522,Mitofksy,no en funciones
2022,sep-22,PAN,11,Mauricio Kuri,Querétaro,0.358,Arias,en funciones
2022,sep-22,Morena,13,Miguel Ángel Navarro,Nayarit,0.567,Demoscopia,en funciones
2022,sep-22,Morena,11,Cuitláhuac García,Veracruz,0.525,Mitofksy,no en funciones
2022,sep-22,PAN,10,Francisco Cabeza de Vaca,Tamaulipas,0.365,Arias,no en funciones
2022,sep-22,PRI,14,Alfredo del Mazo,Estado de México,0.505,Demoscopia,no en funciones
2022,sep-22,PAN,10,Diego Sinhué Rodríguez,Guanajuato,0.542,Mitofksy,no en funciones
2022,sep-22,PAN,9,Martín Orozco Sandoval,Aguascalientes,0.366,Arias,no en funciones
2022,sep-22,Morena,15,Carlos Manuel Merino,Tabasco,0.496,Demoscopia,no en funciones
2022,sep-22,PVEM,9,Ricardo Gallardo,San Luis Potosí,0.561,Mitofksy,en funciones
2022,sep-22,PRI,8,Alejandro Murat,Oaxaca,0.379,Arias,no en funciones
2022,sep-22,Morena,16,David Monreal,Zacatecas,0.485,Demoscopia,en funciones
2022,sep-22,PRI,8,Alejandro Murat,Oaxaca,0.562,Mitofksy,no en funciones
2022,sep-22,PAN,7,Mauricio Vila,Yucatán,0.391,Arias,no en funciones
2022,sep-22,Morena,17,Alfredo Ramírez Bedolla,Michoacán,0.479,Demoscopia,en funciones
2022,sep-22,PRI,7,Carlos Joaquín González,Quintana Roo,0.564,Mitofksy,no en funciones
2022,sep-22,Morena,6,Evelyn Salgado,Guerrero,0.4,Arias,en funciones
2022,sep-22,PVEM,18,Ricardo Gallardo,San Luis Potosí,0.448,Demoscopia,en funciones
2022,sep-22,Morena,6,Marina del Pilar Ávila,Baja California,0.571,Mitofksy,en funciones
2022,sep-22,Morena,5,Claudia Sheinbaum,CDMX,0.4,Arias,no en funciones
2022,sep-22,Morena,19,Cuitláhuac García,Veracruz,0.396,Demoscopia,no en funciones
2022,sep-22,Morena,5,Lorena Cuéllar,Tlaxcala,0.574,Mitofksy,en funciones
2022,sep-22,MC,4,Samuel García,Nuevo León,0.402,Arias,en funciones
2022,sep-22,MC,20,Enrique Alfaro,Jalisco,0.372,Demoscopia,no en funciones
2022,sep-22,PAN,4,Mauricio Kuri,Querétaro,0.576,Mitofksy,en funciones
2022,sep-22,Morena,3,Julio Menchaca,Hidalgo,0.436,Arias,en funciones
2022,sep-22,Morena,21,Lorena Cuéllar,Tlaxcala,0.359,Demoscopia,en funciones
2022,sep-22,Morena,3,Rubén Rocha Moya,Sinaloa,0.578,Mitofksy,en funciones
2022,sep-22,PVEM,2,Ricardo Gallardo,San Luis Potosí,0.468,Arias,en funciones
2022,sep-22,PAN,22,Diego Sinhué Rodríguez,Guanajuato,0.345,Demoscopia,no en funciones
2022,sep-22,PRI,2,Miguel Riquelme,Coahuila,0.62,Mitofksy,no en funciones
2022,sep-22,Morena,1,Rubén Rocha Moya,Sinaloa,0.508,Arias,en funciones
2022,sep-22,PES,23,Cuauhtémoc Blanco,Morelos,0.304,Demoscopia,no en funciones
2022,sep-22,PAN,1,Mauricio Vila,Yucatán,0.626,Mitofksy,no en funciones
2022,oct-22,Morena,32,David Monreal,Zacatecas,0.073,Arias,en funciones
2022,oct-22,Morena,32,David Monreal,Zacatecas,0.39,C&E Research,en funciones
2022,oct-22,Morena,32,David Monreal,Zacatecas,0.303,Mitofksy,en funciones
2022,oct-22,Morena,31,Layda Sansores,Campeche,0.1,Arias,en funciones
2022,oct-22,PVEM,31,Ricardo Gallardo,San Luis Potosí,0.42,C&E Research,en funciones
2022,oct-22,Morena,31,Indira Vizcaíno,Colima,0.365,Mitofksy,en funciones
2022,oct-22,Morena,30,Carlos Manuel Merino,Tabasco,0.111,Arias,no en funciones
2022,oct-22,Morena,30,Indira Vizcaíno,Colima,0.455,C&E Research,en funciones
2022,oct-22,PRI,30,Esteban Villegas,Durango,0.392,Mitofksy,en funciones
2022,oct-22,PT,29,Miguel Barbosa,Puebla,0.132,Arias,no en funciones
2022,oct-22,PRI,29,Esteban Villegas,Durango,0.455,C&E Research,en funciones
2022,oct-22,PES,29,Cuauhtémoc Blanco,Morelos,0.287,Demoscopia,no en funciones
2022,oct-22,PT,29,Miguel Barbosa,Puebla,0.395,Mitofksy,no en funciones
2022,oct-22,Morena,28,Rutilio Escandón,Chiapas,0.132,Arias,no en funciones
2022,oct-22,PRI,28,Alejandro Murat,Oaxaca,0.466,C&E Research,no en funciones
2022,oct-22,Morena,28,Rutilio Escandón,Chiapas,0.326,Demoscopia,no en funciones
2022,oct-22,Morena,28,Alfredo Ramírez Bedolla,Michoacán,0.397,Mitofksy,en funciones
2022,oct-22,PRI,27,Alfredo del Mazo,Estado de México,0.153,Arias,no en funciones
2022,oct-22,Morena,27,Evelyn Salgado,Guerrero,0.471,C&E Research,en funciones
2022,oct-22,MC,27,Enrique Alfaro,Jalisco,0.335,Demoscopia,no en funciones
2022,oct-22,MC,27,Enrique Alfaro,Jalisco,0.4,Mitofksy,no en funciones
2022,oct-22,MC,26,Enrique Alfaro,Jalisco,0.183,Arias,no en funciones
2022,oct-22,Morena,26,Alfredo Ramírez Bedolla,Michoacán,0.473,C&E Research,en funciones
2022,oct-22,PAN,26,Diego Sinhué Rodríguez,Guanajuato,0.368,Demoscopia,no en funciones
2022,oct-22,Morena,26,Evelyn Salgado,Guerrero,0.424,Mitofksy,en funciones
2022,oct-22,Morena,25,Cuitláhuac García,Veracruz,0.189,Arias,no en funciones
2022,oct-22,Morena,25,Layda Sansores,Campeche,0.475,C&E Research,en funciones
2022,oct-22,Morena,25,Lorena Cuéllar,Tlaxcala,0.372,Demoscopia,en funciones
2022,oct-22,PES,25,Cuauhtémoc Blanco,Morelos,0.433,Mitofksy,no en funciones
2022,oct-22,Morena,24,Alfredo Ramírez Bedolla,Michoacán,0.207,Arias,en funciones
2022,oct-22,PRI,24,Alfredo del Mazo,Estado de México,0.476,C&E Research,no en funciones
2022,oct-22,Morena,24,Cuitláhuac García,Veracruz,0.406,Demoscopia,no en funciones
2022,oct-22,PRI,24,Alfredo del Mazo,Estado de México,0.452,Mitofksy,no en funciones
2022,oct-22,PES,23,Cuauhtémoc Blanco,Morelos,0.215,Arias,no en funciones
2022,oct-22,Morena,23,Rutilio Escandón,Chiapas,0.48,C&E Research,no en funciones
2022,oct-22,Morena,23,Carlos Manuel Merino,Tabasco,0.423,Demoscopia,no en funciones
2022,oct-22,Morena,23,Américo Villarreal,Tamaulipas,0.462,Mitofksy,en funciones
2022,oct-22,PAN,22,María Eugenia Campos,Chihuahua,0.221,Arias,en funciones
2022,oct-22,Morena,22,Carlos Manuel Merino,Tabasco,0.498,C&E Research,no en funciones
2022,oct-22,PAN,22,María Eugenia Campos,Chihuahua,0.438,Demoscopia,en funciones
2022,oct-22,Morena,22,Alfonso Durazo,Sonora,0.472,Mitofksy,en funciones
2022,oct-22,Morena,21,Marina del Pilar Ávila,Baja California,0.239,Arias,en funciones
2022,oct-22,PES,21,Cuauhtémoc Blanco,Morelos,0.506,C&E Research,no en funciones
2022,oct-22,Morena,21,Alfredo Ramírez Bedolla,Michoacán,0.443,Demoscopia,en funciones
2022,oct-22,Morena,21,Layda Sansores,Campeche,0.483,Mitofksy,en funciones
2022,oct-22,PRI,20,Miguel Riquelme,Coahuila,0.241,Arias,no en funciones
2022,oct-22,MC,20,Enrique Alfaro,Jalisco,0.508,C&E Research,no en funciones
2022,oct-22,Morena,20,David Monreal,Zacatecas,0.475,Demoscopia,en funciones
2022,oct-22,Morena,20,Miguel Ángel Navarro,Nayarit,0.496,Mitofksy,en funciones
2022,oct-22,Morena,19,Lorena Cuéllar,Tlaxcala,0.242,Arias,en funciones
2022,oct-22,Morena,19,Alfonso Durazo,Sonora,0.51,C&E Research,en funciones
2022,oct-22,Morena,19,Miguel Ángel Navarro,Nayarit,0.497,Demoscopia,en funciones
2022,oct-22,Morena,19,Víctor Manuel Castro,Baja California Sur,0.506,Mitofksy,en funciones
2022,oct-22,Morena,18,Indira Vizcaíno,Colima,0.245,Arias,en funciones
2022,oct-22,Morena,18,Víctor Manuel Castro,Baja California Sur,0.516,C&E Research,en funciones
2022,oct-22,PVEM,18,Ricardo Gallardo,San Luis Potosí,0.503,Demoscopia,en funciones
2022,oct-22,PAN,18,María Eugenia Campos,Chihuahua,0.51,Mitofksy,en funciones
2022,oct-22,Morena,17,Víctor Manuel Castro,Baja California Sur,0.25,Arias,en funciones
2022,oct-22,PAN,17,Martín Orozco Sandoval,Aguascalientes,0.543,C&E Research,no en funciones
2022,oct-22,PRI,17,Alfredo del Mazo,Estado de México,0.517,Demoscopia,no en funciones
2022,oct-22,Morena,17,Rutilio Escandón,Chiapas,0.519,Mitofksy,no en funciones
2022,oct-22,PAN,16,Diego Sinhué Rodríguez,Guanajuato,0.276,Arias,no en funciones
2022,oct-22,PRI,16,Carlos Joaquín González,Quintana Roo,0.543,C&E Research,no en funciones
2022,oct-22,Morena,16,Mara Lezama,Quintana Roo,0.526,Demoscopia,en funciones
2022,oct-22,Morena,16,Julio Menchaca,Hidalgo,0.526,Mitofksy,en funciones
2022,oct-22,Morena,15,Mara Lezama,Quintana Roo,0.278,Arias,en funciones
2022,oct-22,Morena,15,Miguel Ángel Navarro,Nayarit,0.545,C&E Research,en funciones
2022,oct-22,PRI,15,Miguel Riquelme,Coahuila,0.557,Demoscopia,no en funciones
2022,oct-22,MC,15,Samuel García,Nuevo León,0.527,Mitofksy,en funciones
2022,oct-22,PRI,14,Esteban Villegas,Durango,0.313,Arias,en funciones
2022,oct-22,PAN,14,Francisco Cabeza de Vaca,Tamaulipas,0.558,C&E Research,no en funciones
2022,oct-22,Morena,14,Indira Vizcaíno,Colima,0.564,Demoscopia,en funciones
2022,oct-22,Morena,14,Carlos Manuel Merino,Tabasco,0.528,Mitofksy,no en funciones
2022,oct-22,Morena,13,Alfonso Durazo,Sonora,0.329,Arias,en funciones
2022,oct-22,Morena,13,Lorena Cuéllar,Tlaxcala,0.56,C&E Research,en funciones
2022,oct-22,PAN,13,Tere Jiménez,Aguascalientes,0.586,Demoscopia,en funciones
2022,oct-22,Morena,13,Claudia Sheinbaum,CDMX,0.531,Mitofksy,no en funciones
2022,oct-22,PAN,12,Mauricio Kuri,Querétaro,0.329,Arias,en funciones
2022,oct-22,Morena,12,Rubén Rocha Moya,Sinaloa,0.566,C&E Research,en funciones
2022,oct-22,Morena,12,Evelyn Salgado,Guerrero,0.588,Demoscopia,en funciones
2022,oct-22,Morena,12,Cuitláhuac García,Veracruz,0.532,Mitofksy,no en funciones
2022,oct-22,Morena,11,Miguel Ángel Navarro,Nayarit,0.372,Arias,en funciones
2022,oct-22,Morena,11,Cuitláhuac García,Veracruz,0.568,C&E Research,no en funciones
2022,oct-22,Morena,11,Alfonso Durazo,Sonora,0.593,Demoscopia,en funciones
2022,oct-22,Morena,11,Mara Lezama,Quintana Roo,0.534,Mitofksy,en funciones
2022,oct-22,PRI,10,Alejandro Murat,Oaxaca,0.38,Arias,no en funciones
2022,oct-22,Morena,10,Julio Menchaca,Hidalgo,0.575,C&E Research,en funciones
2022,oct-22,Morena,10,Rubén Rocha Moya,Sinaloa,0.605,Demoscopia,en funciones
2022,oct-22,PAN,10,Diego Sinhué Rodríguez,Guanajuato,0.536,Mitofksy,no en funciones
2022,oct-22,Morena,9,Rubén Rocha Moya,Sinaloa,0.406,Arias,en funciones
2022,oct-22,PRI,9,Miguel Riquelme,Coahuila,0.59,C&E Research,no en funciones
2022,oct-22,Morena,9,Layda Sansores,Campeche,0.614,Demoscopia,en funciones
2022,oct-22,PAN,9,Tere Jiménez,Aguascalientes,0.54,Mitofksy,en funciones
2022,oct-22,MC,8,Samuel García,Nuevo León,0.417,Arias,en funciones
2022,oct-22,Morena,8,Claudia Sheinbaum,CDMX,0.596,C&E Research,no en funciones
2022,oct-22,Morena,8,Américo Villarreal,Tamaulipas,0.618,Demoscopia,en funciones
2022,oct-22,PRI,8,Alejandro Murat,Oaxaca,0.562,Mitofksy,no en funciones
2022,oct-22,Morena,7,Evelyn Salgado,Guerrero,0.456,Arias,en funciones
2022,oct-22,Morena,7,Marina del Pilar Ávila,Baja California,0.598,C&E Research,en funciones
2022,oct-22,PAN,7,Mauricio Kuri,Querétaro,0.621,Demoscopia,en funciones
2022,oct-22,Morena,7,Marina del Pilar Ávila,Baja California,0.563,Mitofksy,en funciones
2022,oct-22,Morena,6,Claudia Sheinbaum,CDMX,0.495,Arias,no en funciones
2022,oct-22,PAN,6,Diego Sinhué Rodríguez,Guanajuato,0.606,C&E Research,no en funciones
2022,oct-22,Morena,6,Víctor Manuel Castro,Baja California Sur,0.627,Demoscopia,en funciones
2022,oct-22,PVEM,6,Ricardo Gallardo,San Luis Potosí,0.577,Mitofksy,en funciones
2022,oct-22,PVEM,5,Ricardo Gallardo,San Luis Potosí,0.502,Arias,en funciones
2022,oct-22,PT,5,Miguel Barbosa,Puebla,0.606,C&E Research,no en funciones
2022,oct-22,PRI,5,Esteban Villegas,Durango,0.642,Demoscopia,en funciones
2022,oct-22,Morena,5,Lorena Cuéllar,Tlaxcala,0.579,Mitofksy,en funciones
2022,oct-22,PAN,4,Mauricio Vila,Yucatán,0.534,Arias,no en funciones
2022,oct-22,PAN,4,María Eugenia Campos,Chihuahua,0.608,C&E Research,en funciones
2022,oct-22,MC,4,Samuel García,Nuevo León,0.648,Demoscopia,en funciones
2022,oct-22,PAN,4,Mauricio Kuri,Querétaro,0.581,Mitofksy,en funciones
2022,oct-22,PAN,3,Tere Jiménez,Aguascalientes,0.587,Arias,en funciones
2022,oct-22,MC,3,Samuel García,Nuevo León,0.618,C&E Research,en funciones
2022,oct-22,Morena,3,Julio Menchaca,Hidalgo,0.654,Demoscopia,en funciones
2022,oct-22,Morena,3,Rubén Rocha Moya,Sinaloa,0.582,Mitofksy,en funciones
2022,oct-22,Morena,2,Julio Menchaca,Hidalgo,0.599,Arias,en funciones
2022,oct-22,PAN,2,Mauricio Kuri,Querétaro,0.63,C&E Research,en funciones
2022,oct-22,PAN,2,Mauricio Vila,Yucatán,0.658,Demoscopia,no en funciones
2022,oct-22,PAN,2,Mauricio Vila,Yucatán,0.618,Mitofksy,no en funciones
2022,oct-22,Morena,1,Américo Villarreal,Tamaulipas,0.61,Arias,en funciones
2022,oct-22,PAN,1,Mauricio Vila,Yucatán,0.666,C&E Research,no en funciones
2022,oct-22,Morena,1,Marina del Pilar Ávila,Baja California,0.665,Demoscopia,en funciones
2022,oct-22,PRI,1,Miguel Riquelme,Coahuila,0.624,Mitofksy,no en funciones
2022,nov-22,Morena,32,David Monreal,Zacatecas,0.049,Arias,en funciones
2022,nov-22,Morena,32,Rutilio Escandón,Chiapas,0.37,C&E Research,no en funciones
2022,nov-22,Morena,32,David Monreal,Zacatecas,0.297,Mitofksy,en funciones
2022,nov-22,Morena,31,Rutilio Escandón,Chiapas,0.139,Arias,no en funciones
2022,nov-22,Morena,31,Layda Sansores,Campeche,0.38,C&E Research,en funciones
2022,nov-22,Morena,31,Indira Vizcaíno,Colima,0.313,Mitofksy,en funciones
2022,nov-22,Morena,30,Carlos Manuel Merino,Tabasco,0.153,Arias,no en funciones
2022,nov-22,Morena,30,David Monreal,Zacatecas,0.4,C&E Research,en funciones
2022,nov-22,Morena,30,Rutilio Escandón,Chiapas,0.283,Demoscopia,no en funciones
2022,nov-22,PRI,30,Esteban Villegas,Durango,0.399,Mitofksy,en funciones
2022,nov-22,MC,29,Enrique Alfaro,Jalisco,0.158,Arias,no en funciones
2022,nov-22,PRI,29,Alfredo del Mazo,Estado de México,0.43,C&E Research,no en funciones
2022,nov-22,PES,29,Cuauhtémoc Blanco,Morelos,0.295,Demoscopia,no en funciones
2022,nov-22,PT,29,Miguel Barbosa,Puebla,0.406,Mitofksy,no en funciones
2022,nov-22,PT,28,Miguel Barbosa,Puebla,0.167,Arias,no en funciones
2022,nov-22,Morena,28,Alfredo Ramírez Bedolla,Michoacán,0.433,C&E Research,en funciones
2022,nov-22,PAN,28,Diego Sinhué Rodríguez,Guanajuato,0.302,Demoscopia,no en funciones
2022,nov-22,Morena,28,Evelyn Salgado,Guerrero,0.413,Mitofksy,en funciones
2022,nov-22,PRI,27,Alfredo del Mazo,Estado de México,0.167,Arias,no en funciones
2022,nov-22,PES,27,Cuauhtémoc Blanco,Morelos,0.435,C&E Research,no en funciones
2022,nov-22,MC,27,Enrique Alfaro,Jalisco,0.329,Demoscopia,no en funciones
2022,nov-22,Morena,27,Alfredo Ramírez Bedolla,Michoacán,0.414,Mitofksy,en funciones
2022,nov-22,PRI,26,Miguel Riquelme,Coahuila,0.222,Arias,no en funciones
2022,nov-22,Morena,26,Indira Vizcaíno,Colima,0.44,C&E Research,en funciones
2022,nov-22,Morena,26,Carlos Manuel Merino,Tabasco,0.352,Demoscopia,no en funciones
2022,nov-22,MC,26,Enrique Alfaro,Jalisco,0.419,Mitofksy,no en funciones
2022,nov-22,PAN,25,Diego Sinhué Rodríguez,Guanajuato,0.222,Arias,no en funciones
2022,nov-22,Morena,25,Lorena Cuéllar,Tlaxcala,0.445,C&E Research,en funciones
2022,nov-22,Morena,25,Lorena Cuéllar,Tlaxcala,0.364,Demoscopia,en funciones
2022,nov-22,PES,25,Cuauhtémoc Blanco,Morelos,0.438,Mitofksy,no en funciones
2022,nov-22,PES,24,Cuauhtémoc Blanco,Morelos,0.226,Arias,no en funciones
2022,nov-22,PVEM,24,Ricardo Gallardo,San Luis Potosí,0.446,C&E Research,en funciones
2022,nov-22,Morena,24,David Monreal,Zacatecas,0.388,Demoscopia,en funciones
2022,nov-22,Morena,24,Américo Villarreal,Tamaulipas,0.457,Mitofksy,en funciones
2022,nov-22,Morena,23,Lorena Cuéllar,Tlaxcala,0.233,Arias,en funciones
2022,nov-22,PRI,23,Alejandro Murat,Oaxaca,0.45,C&E Research,no en funciones
2022,nov-22,Morena,23,Cuitláhuac García,Veracruz,0.426,Demoscopia,no en funciones
2022,nov-22,Morena,23,Alfonso Durazo,Sonora,0.464,Mitofksy,en funciones
2022,nov-22,Morena,22,Alfredo Ramírez Bedolla,Michoacán,0.237,Arias,en funciones
2022,nov-22,MC,22,Enrique Alfaro,Jalisco,0.46,C&E Research,no en funciones
2022,nov-22,Morena,22,Miguel Ángel Navarro,Nayarit,0.474,Demoscopia,en funciones
2022,nov-22,PRI,22,Alfredo del Mazo,Estado de México,0.474,Mitofksy,no en funciones
2022,nov-22,Morena,21,Mara Lezama,Quintana Roo,0.244,Arias,en funciones
2022,nov-22,Morena,21,Evelyn Salgado,Guerrero,0.465,C&E Research,en funciones
2022,nov-22,Morena,21,Indira Vizcaíno,Colima,0.482,Demoscopia,en funciones
2022,nov-22,Morena,21,Layda Sansores,Campeche,0.476,Mitofksy,en funciones
2022,nov-22,PAN,20,María Eugenia Campos,Chihuahua,0.258,Arias,en funciones
2022,nov-22,Morena,20,Carlos Manuel Merino,Tabasco,0.47,C&E Research,no en funciones
2022,nov-22,PAN,20,María Eugenia Campos,Chihuahua,0.496,Demoscopia,en funciones
2022,nov-22,Morena,20,Miguel Ángel Navarro,Nayarit,0.48,Mitofksy,en funciones
2022,nov-22,Morena,19,Layda Sansores,Campeche,0.264,Arias,en funciones
2022,nov-22,Morena,19,Víctor Manuel Castro,Baja California Sur,0.475,C&E Research,en funciones
2022,nov-22,Morena,19,Miguel Ángel Navarro,Nayarit,0.497,Demoscopia,en funciones
2022,nov-22,Morena,19,Víctor Manuel Castro,Baja California Sur,0.503,Mitofksy,en funciones
2022,nov-22,Morena,18,Cuitláhuac García,Veracruz,0.287,Arias,no en funciones
2022,nov-22,PRI,18,Esteban Villegas,Durango,0.48,C&E Research,en funciones
2022,nov-22,PAN,18,Tere Jiménez,Aguascalientes,0.508,Demoscopia,en funciones
2022,nov-22,Morena,18,Rutilio Escandón,Chiapas,0.512,Mitofksy,no en funciones
2022,nov-22,Morena,17,Víctor Manuel Castro,Baja California Sur,0.306,Arias,en funciones
2022,nov-22,Morena,17,Miguel Ángel Navarro,Nayarit,0.5,C&E Research,en funciones
2022,nov-22,MC,17,Samuel García,Nuevo León,0.512,Demoscopia,en funciones
2022,nov-22,Morena,17,Claudia Sheinbaum,CDMX,0.513,Mitofksy,no en funciones
2022,nov-22,Morena,16,Marina del Pilar Ávila,Baja California,0.344,Arias,en funciones
2022,nov-22,Morena,16,Mara Lezama,Quintana Roo,0.505,C&E Research,en funciones
2022,nov-22,PRI,16,Miguel Riquelme,Coahuila,0.514,Demoscopia,no en funciones
2022,nov-22,PAN,16,María Eugenia Campos,Chihuahua,0.514,Mitofksy,en funciones
2022,nov-22,Morena,15,Indira Vizcaíno,Colima,0.351,Arias,en funciones
2022,nov-22,PRI,15,Miguel Riquelme,Coahuila,0.51,C&E Research,no en funciones
2022,nov-22,Morena,15,Alfredo Ramírez Bedolla,Michoacán,0.528,Demoscopia,en funciones
2022,nov-22,Morena,15,Julio Menchaca,Hidalgo,0.517,Mitofksy,en funciones
2022,nov-22,PRI,14,Esteban Villegas,Durango,0.389,Arias,en funciones
2022,nov-22,Morena,14,Alfonso Durazo,Sonora,0.52,C&E Research,en funciones
2022,nov-22,PRI,14,Alfredo del Mazo,Estado de México,0.536,Demoscopia,no en funciones
2022,nov-22,Morena,14,Carlos Manuel Merino,Tabasco,0.527,Mitofksy,no en funciones
2022,nov-22,PRI,13,Alejandro Murat,Oaxaca,0.395,Arias,no en funciones
2022,nov-22,Morena,13,Julio Menchaca,Hidalgo,0.53,C&E Research,en funciones
2022,nov-22,PVEM,13,Ricardo Gallardo,San Luis Potosí,0.548,Demoscopia,en funciones
2022,nov-22,MC,13,Samuel García,Nuevo León,0.531,Mitofksy,en funciones
2022,nov-22,Morena,12,Miguel Ángel Navarro,Nayarit,0.402,Arias,en funciones
2022,nov-22,Morena,12,Rubén Rocha Moya,Sinaloa,0.56,C&E Research,en funciones
2022,nov-22,Morena,12,Rubén Rocha Moya,Sinaloa,0.564,Demoscopia,en funciones
2022,nov-22,Morena,12,Mara Lezama,Quintana Roo,0.532,Mitofksy,en funciones
2022,nov-22,PAN,11,Mauricio Kuri,Querétaro,0.402,Arias,en funciones
2022,nov-22,Morena,11,Américo Villarreal,Tamaulipas,0.565,C&E Research,en funciones
2022,nov-22,Morena,11,Mara Lezama,Quintana Roo,0.572,Demoscopia,en funciones
2022,nov-22,PAN,11,Diego Sinhué Rodríguez,Guanajuato,0.533,Mitofksy,no en funciones
2022,nov-22,Morena,10,Alfonso Durazo,Sonora,0.434,Arias,en funciones
2022,nov-22,Morena,10,Cuitláhuac García,Veracruz,0.58,C&E Research,no en funciones
2022,nov-22,Morena,10,Alfonso Durazo,Sonora,0.578,Demoscopia,en funciones
2022,nov-22,Morena,10,Cuitláhuac García,Veracruz,0.534,Mitofksy,no en funciones
